Real Data 1,Real Data 2,Real Data 3
0.34063045779261575,-0.7067199312342787,-0.34528555084696294
0.7111378419019225,-1.2914373688397898,0.26311894395641067
0.11188301742776333,-0.7393752378560242,-1.0064151894824618
-1.4702058703739402,-0.6499077572318771,-1.4746927201470206
-0.0810555881983881,1.0103535110658004,0.6179065188753191
0.324623531027818,-1.160206203616111,-0.702816714054292
1.3111847913711272,-0.3681396271109298,-0.6959645472780807
-0.2149357439498155,1.0054341920421415,-1.2899161067877347
0.2769728367368595,0.21045019545001928,-0.4735406709243848
2.3444251509129233,1.070325853570929,0.4579238011846396
1.01810034585356,-0.8380244075071644,1.2440815527130764
1.0008902320551998,2.8764223844553194,-0.861569924321795
-1.31486465511531,0.2025907638789729,-0.5275844785016724
-0.41651368397129857,-1.2442258053181585,-0.4066409819624196
-1.3240989148526483,0.5843970820628158,-1.8198032706277791
-0.6212293034822011,-1.0228468498863759,0.423935248716478
0.01334531425784615,-0.8435443038486836,-0.616423099972278
-2.401841998384716,1.5388500223585306,-0.05329584872127358
-0.7480880897556312,-0.8056813123791168,1.7917317883920985
-0.8913017994296234,1.38892958470196,0.8101303283819359
0.443755489142972,-0.36508598398103626,0.017794854045554483
0.8088225628579432,-0.863575597341347,-0.8111929697562968
-1.5802009617106714,-0.48084869386156837,-0.17737313037933428
-1.1498528311305496,2.021202515362927,0.15741814007746188
-1.2457682974926465,0.45104024929125436,-0.159755017838982
0.029332200374592953,0.6134270642319384,1.6393981046875739
0.8537430824479293,-1.0685087388571866,0.05302731726148813
-0.617310040072222,0.12043023158829379,0.7640654207139033
-0.030465904825706585,-1.7758803718662644,0.4476718181941142
1.7540865708243951,-0.7711178851152537,0.8185880075707394
1.23586047666591,1.0164565198212787,0.7888860499708334
-1.850371355746043,0.35242125458662565,1.0558787304366364
-2.9316351925883812,0.20293362138639306,-2.168821951421704
0.19792786535422355,-1.8585317247942763,-1.9315655498139075
-0.19341968767704057,-0.8307866899618237,2.0750710574213294
0.552254964676383,-0.1294215866804959,-1.0334934731715704
-0.06268980946141557,0.25845137412270314,0.05013477993549346
0.9931538313524124,-0.013760578355686994,1.4203386451908422
-0.09684486155982845,-0.40260394114540066,-0.34560555552976074
-0.7087120359780866,0.24035513355357152,-1.1469843997650617
0.41494764243507415,0.5465448938898604,-0.8510897541050617
-0.9738473646683298,-0.1751656334161381,0.18257800962368673
0.12185390629225681,-1.2369309642151665,1.379144331959657
-1.237645550253593,0.5523504932490614,-0.2629424629839532
-0.6546465945647548,-0.21144303806712353,0.8722009849565681
-0.2840666759062434,1.8066180810608545,-0.7701727345219295
1.3961654581571799,-0.32016750404471345,-0.16252100867183897
-0.35805037341063006,0.6288984401014495,-0.2356849569506268
-0.07849125827363668,-3.1658501876406238,1.193686515395895
-0.7549133436062935,-0.5875812766754679,0.055531673051706816
1.046850758474224,-1.221852367957795,0.4484168033854214
1.4160765264343682,-0.15425834528284113,0.3564007481692899
-0.7836734682928826,1.3638625679613516,-0.25197824494947035
-0.3996197063054027,-0.16478722751060196,-0.42869884783251083
-0.5185619223000794,0.31350596165842937,-0.6270286188215165
0.4432922547976357,-1.310225145874261,0.2991549064337281
0.13530201900540828,-0.27147339814951177,-0.7865271510094889
